district,name,address,phone,mobile,email,website,contact_person,purpose,mission,url
Mumbai,"Kumud J.C. Barot Foundation, Mumbai",".: 93, Shri Jorawar Bhuvan, Top Floor, Flat No 19 Mumbai Pin: 400020 Maharashtra",912222002776,,ashaamarcorporation@gmail.com,https://twitter.com/share,Kumud J.C. Barot,Work for women and children,Our main objective is to help womens and children. Tweet,https://ngosindia.org/maharashtra-ngos/kumud-j-c-barot-foundation-mumbai/
Mumbai,"LEAD, Mumbai",".: 3, Shiv Darshan, Airoli Gaav, Near Gaav Devi ground Mumbai Pin: 400708 Maharashtra",,919819500441,lead.airoli@gmail.com,http://leadatairoli.weebly.com/,Kaustubh,Upliftment of slum children,"Education is every childs right. The UN and the Indian government agree. In fact, basic education is the right of every Indian child. On paper, at least! But what if you are elder sister to three other siblings and your mom and dad ask you to cook and care for them while they go off to dig roads or build skyscrapers brick by brick. What if you are barely in your teens but are already on a payroll bringing in the money to help a sick parent Thats when education takes a backseat! Tweet",https://ngosindia.org/maharashtra-ngos/lead-mumbai/
Mumbai,"LOKADHIKAR, Mumbai",".: V-34, M R Society, Relief Road, Daulat Nagar, Santacruz(W) Mumbai Pin: 400054 Maharashtra",912264400991,919820912422,anil.nair90@yahoo.co.in,http://www.lokadhikar.com,Anil Nair,Human rights.,To get justice to the people and make the world a better place to live in. To educate the underprivileged and the poor youths. To help the disabled and to train them to earn a source of living. Tweet,https://ngosindia.org/maharashtra-ngos/lokadhikar-mumbai/
Mumbai,"Lap of Love Foundation, Mumbai",".: A/28 Saraswati Niwas, Pai Nagar, Borivali(W) Mumbai Pin: 400092 Maharashtra",912228951051,919769750211,kunal.sodhani@yahoo.com,https://twitter.com/share,Kunal Sodhani,Education and child development.,"Imparting education to unprivileged people and evolve the creativity hidden inside them. The objective behind this organization is that we, the members of this organization, always felt that people donate things to them may be food, clothes or money but does anyone one realizes are these things really making them happy We have started imparting education to street children. Our organization has a concept of organizing events which consists of dance, skits, songs, drawing, craft, interactive talks, games, etc., in which we involve them in the performance, make them enjoy life and let their unknown inherent skills come out. To touch the hearts of the unprivileged is our passion and mission. Tweet",https://ngosindia.org/maharashtra-ngos/lap-of-love-foundation-mumbai/
Mumbai,"Lawyers Collective Hiv-Aids Unit, Mumbai",".: 61, Jalaram Kripa Mumbai Pin: 400001 Maharashtra",912222875482,,aidslaw@lawyerscollective.org,http://www.lawyerscollective.org,Project Director,To provide legal aid and allied services for people affected by HIV/AIDS.,"The lawyers collective has, instituted an hiv-aids unit to provide legal aid and allied services for people affected by hiv/aids. The unit also has an extensive advocacy and research & policy initiative. Its legal aid and advocacy initiatives are complemented by its research work that aims to influence policy and law reform. Public health issues like access to treatment hiv/aids education and awareness issues, gender issues-issues relating to women, safe blood supply, access to and quality of health care services, decriminalization of homosexuality, protection of sex workers. Tweet",https://ngosindia.org/maharashtra-ngos/lawyers-collective-hiv-aids-unit-mumbai/
Mumbai,"Learning Boat, Mumbai",".: 21, Sainath Chawl, Ganesh Mandal Mumbai Pin: 400060 Maharashtra",,"919224758385,9109930030599",learningboat@in.com,http://learningboat.webs.com,"Mahesh Mishra, Santosh Padwal","Peace in world, lots of social issue work.",Our first work is peace in the world. We work with youth for social issue. Tweet,https://ngosindia.org/maharashtra-ngos/learning-boat-mumbai/
Mumbai,"Life Trust, Mumbai",".: B-1, Neelam Centre, S.K. Ahire Marg, Near Glaxo, Worli Mumbai Pin: 400025 Maharashtra",912224910287,,empower@liftrustindia.org,https://twitter.com/share,Sonam Chawla,It is a dynamic foundation that works in collaboration with the government to introduce various programmes.,Our mission is to partner and support the public school system along with other agencies and like minded individuals in improving the quality of education through creative and effective programmes. Tweet,https://ngosindia.org/maharashtra-ngos/life-trust-mumbai/
Mumbai,"Light of Life Trust, Mumbai",".: 181, Hill Road, BAndhra(W) Mumbai Pin: 400050 Maharashtra",912226557792,919821399002,bandhra@lolt.in,http://www.lolt.in,Kamal Damania,"Education in rural India, health, women empowerment, senior citizen.","To create an awakening amongst the underprivileged and to blossom as a community through emotional interdependence. : To uplift disadvantaged children by reinstating them in schools. To provide care and shelter to the homeless, orphaned children. To support destitute, abandoned or widowed women. To give a life of dignity and respect to the aged. To create a Hospice for the terminally ill, that they may live their last days in peace and comfort. Tweet",https://ngosindia.org/maharashtra-ngos/light-of-life-trust-mumbai/
Mumbai,"Lok Kala Jagruti Manch, Navi Mumbai",".: D 09, Condomininum 8, Sector 10, Koparkhairne Navi Mumbai Pin: 400709 Maharashtra",912267934262,919819909048,lokkalajagruti@gmail.com,https://twitter.com/share,Sunita Shelar,Womens empowerment.,"Make deprived peoples socially, educationally, healthy & culturally strong to survive good life. By organizing social, educational, health & cultural activity for deprived people to make them capable to resolve their problem by Tweet",https://ngosindia.org/maharashtra-ngos/lok-kala-jagruti-manch-navi-mumbai/
Mumbai,"Lok Seva Sangam, Mumbai",".: D/1, Everard Nagar, Eastern Express Highway Sion Mumbai Pin: 400022 Maharashtra",912224070718,,loksevasangam@vsnl.net,http://www.lokseva.cjb.net,Rev. Fr. Carlo Torriani,"Child welfare, Rehabilitation",LSS is a voluntary organisation essentially aiming at leprosy control and welfare of leprosy patients in the urban areas of Mumbai. Its main approach is to treat and help patients within their socio-cultural environment. It also tries to put them on par with the rest of the community together with healthy and needy people. Its activities include balwadis for children of leprosy patients. Tweet,https://ngosindia.org/maharashtra-ngos/lok-seva-sangam-mumbai/
Mumbai,Love Mumbai,".: 2, Soona Mahal, Opp. Ambassador Hotel Mumbai Pin: 400020 Maharashtra","912222852946,912222884052",,,https://twitter.com/share,,,"The organisation works with an aim of generating environmental awareness through developmental projects. Distribution of free saplings, illumination of heritage buildings, clean Mumbai movement, promoting usage of garbage bins and segregation of garbage are some of the ongoing activities of the organisation. Tweet",https://ngosindia.org/maharashtra-ngos/love-mumbai/
Mumbai,"M B Barvalia Foundation, Mumbai",".: Naidu Colony, Opp. Building No. 161, Pant Nagar, Ghatkopar (East) Mumbai Pin: 400075 Maharashtra","912225150724,912225105551",,praful@bom3.vsnl.net.in,https://twitter.com/share,Praful Barvalia,"Child welfare, Disability, Health","The organization works for the welfare of the community through various community care programmes especially for the welfare of the mentally challenged children & disabled, providing a holistic therapy, education and rehabilitation. Tweet",https://ngosindia.org/maharashtra-ngos/m-b-barvalia-foundation-mumbai/
Mumbai,"MADAD, Mumbai",".: 86, Movie Tower, Oshiwara, Andheri – West Mumbai Pin: 400053 Maharashtra",912226455722,,madadngo@gmail.com,http://www.madadngo.com,Chaaru Aanand,Volunteers,"Madad works for and with street children and orphans, and for and with senior citizens living below poverty line. Madad provides food, shelter, education, medical aid and councilling to street kids and orphans and loving care and medical aid to our senior citizens with zero income. Madad aims at building a global village for these seniors where they will have a home which they were deprived of along with every medical facility and appeals for aid in this task. Tweet",https://ngosindia.org/maharashtra-ngos/madad-mumbai/
Mumbai,"MAJLIS, Mumbai",".: 4/A-2, Golden Valley Mumbai Pin: 400098 Maharashtra",912226661252,,majlislaw@vsnl.net,http://www.majlisbombay.org,Audrey D’mello,"Womens rights, legal cell.",Majlis is a legal unit working for empowerment of women. We help women of Behind marginalised sections get access to justice. Tweet,https://ngosindia.org/maharashtra-ngos/majlis-mumbai/
Mumbai,"MOB, Mumbai",".: 522, Brahmasiddghi Bldg., S V Road, Prabhadevi, Century Bazar Mumbai Pin: 400025 Maharashtra",912224385122,,mob_india@rediffmail.com,http://www.mobindia.org,Girish Dhoke,"Environment, education, health.","In deep belief in gandhian thoughts & ideology mob is working on three basic areas of concern that is environment, education, health. In environment our focus is on water. We try to aware society about water conservation & rainwater harvesting. Tweet",https://ngosindia.org/maharashtra-ngos/mob-mumbai/
Mumbai,"Maharashtra State Women’s Council, Mumbai",".: Town Hall (Central Library), Shahid Bhagat Singh Marg Mumbai Pin: 400001 Maharashtra",912222662013,,,https://twitter.com/share,Aruna Jagtiani,"Child welfare, Women’s issues",MSWC is a social welfare organisation working for the upliftment of underprivileged and destitute women and children in Mumbai. It runs residential institutions for the orphans and rescued children and girls in distress. Tweet,https://ngosindia.org/maharashtra-ngos/maharashtra-state-womens-council-mumbai/
Mumbai,"Mahatma Jyotiba Phule Trust, Mumbai",".: Sion, Mumbai Mumbai Pin: Maharashtra",,919969101616,bhalerao_archana@yahoo.com,https://twitter.com/share,Archana Bhalerao,,Education for dharavi childrens. Tweet,https://ngosindia.org/maharashtra-ngos/mahatma-jyotiba-phule-trust-mumbai/
Mumbai,"Mahila Dakshata Samiti, Mumbai",".: Gala No. 5, Under Keshav Sut Bridge, Dadar West Mumbai Pin: 400028 Maharashtra",912224321469,,,https://twitter.com/share,Sudha Kulkarni,Women’s issues,"MDS is a voluntary organisation working for the upliftment of women in distress. It aims to elevate the status of these women in the society and their respective families, educate them on social, legal and political issues and rights. Tweet",https://ngosindia.org/maharashtra-ngos/mahila-dakshata-samiti-mumbai/
Mumbai,"Make a Wish Foundation of India, Mumbai",".: B2/12, Samruddhi Society, B. Parulekar Marg, Dadar Mumbai Pin: 400028 Maharashtra","912224915071,912224912510",,mawindia@vsnl.com,http://www.makeawishindia.com,Uday Joshi,Child welfare,"The mission of Make-A-Wish Foundation India is to grant wishes of children having life-threatening illness, irrespective of their socio-economic status, religion Tweet",https://ngosindia.org/maharashtra-ngos/make-a-wish-foundation-of-india-mumbai/
Mumbai,"Manav Seva Association, Mumbai",".: 8/19, Shalimar, Lala Nigam Road, Colaba Mumbai Pin: 400005 Maharashtra",912222813876,919869144466,humanrights1985@yahoo.com,https://twitter.com/share,Parverz,Human rights.,"For human rights, social justice, harrasement, anti corruption, torture & abused. Tweet",https://ngosindia.org/maharashtra-ngos/manav-seva-association-mumbai/
Mumbai,"Marathi Mission Nagpada Neighbourhood House, Mumbai",".: Nagpada Neighbourhood House, Nagpada, Byculla Mumbai Pin: 400008 Maharashtra",91223072571,,ucbwm@bom5.vsnl.net.in,https://twitter.com/share,Vikas Torane,"Child welfare, Development(General), Disability, Education, Food and Nutrition, Health, Intellectual property, Minorities, Poverty, Sanitation, Urban Development, Water, Women’s issues","NHH, is a community welfare centre catering to the needs of people irrespective of cast, creed and religion. Its motto is That life may be enriched. It offers service in the sphere of health, education, social and economic welfare, recreational and cultural activities. It tries to help the child in its total physical, mental, social and intellectual development. Tweet",https://ngosindia.org/maharashtra-ngos/marathi-mission-nagpada-neighbourhood-house-mumbai/
Mumbai,"Markazul Maarif Education & Research Centre, Mumbai",".: Patliputra Nagar, Masjid Complex, Oshiwara New Link Road, Jogeshwari (W) Mumbai Pin: 400102 Maharashtra",912226798538,919869513815,rizwaanqasmi@yahoo.com,http://www.markazulmaarif.org,Rizwan Ahmad Qasmi,To make net work among the NGOs to make more benificial for the society.,"Art & culture, children, civic issues, disaster management, education & literacy, environment & forests, health & family welfare, human rights, information & communication technology, legal awareness & aid, minority issues, right to information & advocacy, rural development & poverty alleviation, scientific & industrial research, science & technology, urban development & poverty alleviation, vocational training, women’s development & empowerment, youth affairs, any other Assam, Bihar, Maharashtra, West Bengal Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhubri, Goalpara, Hailakandi, Kamrup, Karimganj, Lakhimpur, Marigaon, Nagaon, Nalbari, Araria, Madhepura, Madhubani, Saharsa, Sheohar, Supaul, Mumbai, Mumbai Suburban, Nasik, Thane, Cooch Behar, Murshidabad. The organization is among top ranking NGOs in the country which is unique in running a two year diploma course for madrasa graduates since 1994. It has practically shown the way to meaningful madrasa modernization. The course consists of English language and literature, information technology and comparative study of major religion and cultures with other modern subjects. MMERC [...]",https://ngosindia.org/maharashtra-ngos/markazul-maarif-education-research-centre-mumbai/
Mumbai,"Mary’s Clan, Mumbai",".: Mt. Mary’s Basilica, Mt. Mary Road, BAndhra West Mumbai Pin: 400050 Maharashtra",,919820349299,marysclan@gmail.com,https://twitter.com/share,Bosco Pereira,Care and help male chronic alcoholics to change.,"Indoctrinate them about the evils of alcoholism and educate, encourage and help them to lead a sober life thereby ensuring that they become responsible and changed human beings. Tweet",https://ngosindia.org/maharashtra-ngos/marys-clan-mumbai/
Mumbai,"Massey Ministries, Mumbai",".: 504-B10 Sector 5, Charkop Kandivli (W) Mumbai Pin: 400067 Maharashtra","912232096989,912265246989",,jesuswalk@rediffmail.co,http://www.masseyministries.org,Dr.L.E.Massey,,"Adivasi (trible), oldage, village people education. Tweet",https://ngosindia.org/maharashtra-ngos/massey-ministries-mumbai/
Mumbai,"Master Chander Sangeet Academy, Mumbai",".: 25, Road 2 Shrinathji Bldg, Shivaji Park Mumbai Pin: 400028 Maharashtra",912224456476,919819445058,gauravdamwani@hotmail.com,https://twitter.com/share,Mahesh Chander,To spread sindhi music.,To spread sindhi/non-sindhi music among youngsters. Tweet,https://ngosindia.org/maharashtra-ngos/master-chander-sangeet-academy-mumbai/
Mumbai,"Matrika Foundation, Mumbai",".: 4, Vasudhara, Dr. Charatsingh Colony Mumbai Pin: 400093 Maharashtra",912228994040,,matrikango@hotmail.com,https://twitter.com/share,Kiran More,Fund Raising,"Education, rural entprenure development, womens empowerment, enviornment. Tweet",https://ngosindia.org/maharashtra-ngos/matrika-foundation-mumbai/
Mumbai,"Media Matters- A Centre for Development Support Communication, Mumbai",".: 400 Sai Section, Ambernath East Mumbai Pin: 421501 Maharashtra",952512606929,,mediamatters@vsnl.com,https://twitter.com/share,Prabir Bose,"Information and Communications Technology, Media","Media Matters works with the purpose of bringing skills and precision to the use of media. It conducts various research programmes and experiments with media forms and the dynamics of communication, provides media and communication services to various organisations and imparts skill training in media and communication. Tweet",https://ngosindia.org/maharashtra-ngos/media-matters-a-centre-for-development-support-communication-mumbai/
Mumbai,"MelJol, Mumbai",".: Room No. 117, Third Floor, Gilder Lane Municipal School Mumbai Pin: 400008 Maharashtra",91223081050,,meljolmumbai@yahoo.co.in,https://twitter.com/share,Pearl Tiwari,Education,"MelJol is a non-profit organisation working with children. It sensitises them about their rights and responsibilities within the context of the UN Convention on the rights of the child. It consists of a team of dedicated and professionally trained social workers and child development professionals whose mission is to nurture a generation that truly believes in equal rights, opportunities and responsibilities for all. It disseminates information through direct intervention with children in school and communities, teachers and publication of material. Tweet",https://ngosindia.org/maharashtra-ngos/meljol-mumbai/
Mumbai,"Men Against Violence and Abuse, Mumbai",".: 12-A Parishram Building, 1st Floor, Bhandar Lane, Lady Jamshedji Road Mahim Mumbai Pin: 400016 Maharashtra",912224360631,,,https://twitter.com/share,Harish Sadani,Women’s issues,"MAVA is India’s only organisation run by men working on gender issues, which have been largely seen in society as women’s issues. The organisation aims at bringing about attitudinal change especially in men, thereby preventing/tackling violence and abuse of women. The organisation has focussed its work on domestic violence against women. Gender sensitisation for various groups, counselling and guidance to needy couples facing marital conflict, networking are on going programmes. Tweet",https://ngosindia.org/maharashtra-ngos/men-against-violence-and-abuse-mumbai/
Mumbai,"Mewsic India Foundation, Mumbai","4 Satguru Shopping Center, 3rd Road, Khar Mumbai Maharashtra 400052",,9223499160,andres.gaikwad@mewsic.in,https://www.mewsic.in,Andres Gaikwad,"Art And Culture, Child Welfare, Cultural Issues, Development (General), Disadvantaged Communities, Education, Health, Youth Derhealing & Development Through Music For Unpriviledged Kids And Cancer Patients.","To make mewsic widely recognized and used as a powerful tool to heal, educate, empower and advocate for underprivileged children in india. Mission mewsic catalyses the development process in underprivileged children through music. Tweet",https://ngosindia.org/maharashtra-ngos/mewsic-india-foundation-mumbai/
Mumbai,"Midas Trust, Mumbai",".: F-3, Vaibhav Co-Op Hsg. Society, Opp. Import Warehouse, Sahar, Andheri East Mumbai Pin: 400099 Maharashtra",912228224545,919819612268,shaji@midastrust.org,http://www.midastrust.org,Shaji,Rural and tribal development.,"Helping to the needy and deserve people and also start educational institusion, hospitals, old age home, and developing to the rural and tribal area. Tweet",https://ngosindia.org/maharashtra-ngos/midas-trust-mumbai/
Mumbai,"Mission of Compassion, Mumbai",".: Zion Bridavan Society, CTS 1817 Mumbai Pin: 400095 Maharashtra",,919833944417,samson.suresh@gmail.com,https://twitter.com/share,Samson Suresh,To help the haressed and rehabilitate their lives.,"Mission of compassion is a charitable public trust that will work among the destitute women and juvenile prisoners to help them with counselling, training and rehabilitating their life. Tweet",https://ngosindia.org/maharashtra-ngos/mission-of-compassion-mumbai/
Mumbai,"Mitra medical & Educational Trust, Mumbai",".: 3/6 Haji Ali, Govt Colony Mumbai Pin: 400034 Maharashtra",912226898557,919604387860,drkiranb@hotmail.com,https://twitter.com/share,Dr. Kiran Borude,Health,To provide the qulity affordable health care services to the needy & poor section of the society. Tweet,https://ngosindia.org/maharashtra-ngos/mitra-medical-educational-trust-mumbai/
Mumbai,"Mobile Creches, Mumbai",".: Oxford House, 2nd Floor, Apollo Bunder Colaba Mumbai Pin: 400001 Maharashtra",912222020869,,kochar@bom3.vsnl.net.in,https://twitter.com/share,Mrinalini Kochar,"Child welfare, Education, Food and Nutrition",,https://ngosindia.org/maharashtra-ngos/mobile-creches-mumbai/
Mumbai,"Mobilized Action to Reach The Goal, Mumbai",".: 22/242, CGS Qtrs Mumbai Pin: 400086 Maharashtra",,919867845642,panigrahisantosh79@gmail.com,https://twitter.com/share,Santosh Panigrahi,Youth development,To identify and develop the inner strength of the youth for their self-development. To expose them to socio-economic realities to play a role as a responsible citizen. To organize various awareness programmes to educate people about socio-cultural realities. To act as a support group for social movements. Tweet,https://ngosindia.org/maharashtra-ngos/mobilized-action-to-reach-the-goal-mumbai/
Mumbai,"Modern Educational Social & Cultural Organisation, Mumbai",".: 110, Natalwala Building, V S Marg, Mahim Mumbai Pin: 400016 Maharashtra","912224444339,02224440857",,mescotrust@mescotrust.org,http://www.mescotrust.org,Mohd Abbas Khatkhatay,"Education, Food and Nutrition, Health, Poverty, Training","MESCO, or Modern Educational Social and Cultural Organisation is a Mumbai based non political Non Government Organisation working in the field of education, health care and disaster relief since 1968, which is open to members of all caste, communities and religion. Tweet",https://ngosindia.org/maharashtra-ngos/modern-educational-social-cultural-organisation-mumbai/
Mumbai,"Money Life Foundation, Mumbai",".: 305, 3rd Floor, Hind Service Industries Premises, Off Veer Savarkar Marg, Shivaji Park, Dadar Mumbai Pin: 400028 Maharashtra",912224441058,,mlfoundation@moneylife.in,http://www.moneylife.in,Pritika Rebello,Financial literacy,Spreading financial literacy amoung the masses. Tweet,https://ngosindia.org/maharashtra-ngos/money-life-foundation-mumbai/
Mumbai,"Mother Foundation Charitable Trust, Navi Mumbai",".: JN2/65/A-3, Gulmohar Society Navi Mumbai Pin: 400703 Maharashtra",,919821720300,mother_charitabletrust@yahoo.co.in,https://twitter.com/share,Prabhudas Kamble,,"To serve the poor and needy with basic and necessary medical help such as medicines & tests provide food and clothing to the poor and needy – kids & old age group of people. Hold camps for hiv tests, cancer tests, blood donation etc. Provide education through our upcoming school to street children. Provide medical aide to the poor and needy through our upcoming hospital. Tweet",https://ngosindia.org/maharashtra-ngos/mother-foundation-charitable-trust-navi-mumbai/
Mumbai,"Mother Foundation, Mumbai","2, Gr. Floor, Hill Breeze, B Wing, Triveni Nagar, Patahn Wadi, Malad East Mumbai Maharashtra 400097",,"9594339516,8454907029,9821338018",motherfoundationdsanju@gmail.com,https://twitter.com/share,,Social Work.,"Mission- we working for base as survival, protection, development, participation for our target group. A completed rehabilitate for children youth & families, or homeless families help for govt systems and socialites to make them secure and safe. Promote the shelter home and health care center in remote villages to have easy access to shelter for the homeless and beggar in area wise. Those are losses own i denty to develop own idinty model with respect to the maintain. To create awareness and build capacity of homeless person they self help in group and others communities also. Visionto strength the grassroots initiative for issue empowerment of economically underprivileged ruler and urban woman youth and children through promoting community base development programmers in the field of survival, protection, development, participation objective: to get and understating for issue related to our target group. To get estimate of children youth society neglected person. To strengthen the roles and capacity our target groups. [...]",https://ngosindia.org/maharashtra-ngos/mother-foundation-mumbai/
Mumbai,"Mukti Sadan Foundation, Mumbai",".: Shivaji Nagar, Nr. Western Express Highway, Jogeshwari (E) Mumbai Pin: 400060 Maharashtra",912228259501,919323320820,muktisadan@gmail.com,http://www.muktisadanfoundation.org,Umesh Tandel,,"The broad goal of the project is to develop an integrated community-based programme in the field of HIV/AIDS and STI prevention and control in the suburban areas of Mumb. In order to enable substance users to achieve a certain level of functionality in an otherwise chaotic lifestyle, Mukti Sadan hopes to instil a sense of optimism, confidence, and direction in marginalized population groups. Tweet",https://ngosindia.org/maharashtra-ngos/mukti-sadan-foundation-mumbai/
Mumbai,"Mulgandha Baudhavikas Mandal Maldoli, Mumbai",".: Manoj Pawar A-1 Bakery, Teen Dongri Adarshnagar Goregoan Mumbai Pin: 400090 Maharashtra",,919867273360,mulgandh@yahoo.in,https://twitter.com/share,Rajesh Pawar,"Support to the old age citizens not looked after, disability, education, health, medical aid.","Expand and cater to those who required medical treatment, education, provide medical aid & support to the old age citizens, not Supported by family members and left them in village, free medical camps etc. Tweet",https://ngosindia.org/maharashtra-ngos/mulgandha-baudhavikas-mandal-maldoli-mumbai/
Mumbai,"Multiple Sclerosis Society of India, Mumbai",".: Samajasadan, 2nd Floor, S.H. Paralkar Road, Dadar Mumbai Pin: 400028 Maharashtra","912224442067,912224973924",,,https://twitter.com/share,Sheela Chitnis,"Health, Rehabilitation","MSSI is a voluntary organisation working to minimise the devastating effects of multiple sclerosis, a chronic progressive disease of the central nervous system. The organisation mainly covers the youth who are the most affected by this disease. It provides care and rehabilitation and helps patients to lead a happier and fuller life inspite of their illness. It also provides aids and appliances like wheelchairs and walkers and helps with medical reimbursements, MRI scans and hospitalisation expenses. Tweet",https://ngosindia.org/maharashtra-ngos/multiple-sclerosis-society-of-india-mumbai/
Mumbai,"Muskan Foundation for People With Disabilities, Mumbai",".: Prashanti, 15, Kala Nagar Mumbai Pin: 400051 Maharashtra",912226592745,,dipti_gandhi@hotmail.com,http://www.muskanfoundation.org.in,Dipti Gandhi,Offering services to children with disabilities.,Tweet,https://ngosindia.org/maharashtra-ngos/muskan-foundation-for-people-with-disabilities-mumbai/
Mumbai,"NAGRIK, Mumbai",".: Nagrik Automobiles, Balkan-Ji-Bari Road, Thane Mumbai Pin: 421002 Maharashtra",,919320570769,sapna_a_sagar@yahoo.co.in,https://twitter.com/share,"Ashok Sagar, Sapna Sagar",To fight against curreption.,"To teach lesson to Indian police, curreption Indian, official and to save Indian society from the police curreption and harrassment. Tweet",https://ngosindia.org/maharashtra-ngos/nagrik-mumbai/
Mumbai,"NFBM – National Federation of the Blind, Mumbai",".: R.K. Samiti, Gandhi Chowk, R.S. Road, Vile-Parle West Mumbai Pin: 400056 Maharashtra",912226140916,"919322012096,919029882878",nfbm2010@gmail.com,http://www.nfbm.org,V.S. Hegde,Disability,"To strive for equality of opportunity for the blind in education, training, employment, social living & other areas of rehabilition. Tweet",https://ngosindia.org/maharashtra-ngos/nfbm-national-federation-of-the-blind-mumbai/
Mumbai,"NRITYANJALI, Mumbai",".: 35-B, Miniland, Nrityanjali Marg Mumbai Pin: 400078 Maharashtra",912225967388,,nrityanjali@vsnl.com,http://www.nrityanjali.in,Dr. Anonna Guha,"Instutite of performing arts, education and personality development.","Love care and share whatever little we have making life not just about existing but about living, Independence of thought, feeling and action. Developing pride of existence. Constant evolution and progress. Understanding future realities with an openness in our minds. At Nrityanjali, we dare to think unconventionally & do things differently. And this enables us to guide our patrons to discover themselves, blossom and surge ahead. Tweet",https://ngosindia.org/maharashtra-ngos/nrityanjali-mumbai/
Mumbai,"Namrata’s Trust, Mumbai",".: 87, D.P. Prop., N.M.Road, Kurla (West) Mumbai Pin: 400070 Maharashtra",912232226630,,namratatrust@gmail.com,http://www.namratatrust.com,"Amit Singh, Upendra Prajapati","Education, social welfare, health & environment.","Education, social welfare, health & environment. Tweet",https://ngosindia.org/maharashtra-ngos/namratas-trust-mumbai/
Mumbai,"Nana Nani Foundation, Mumbai",".: 324, A to Z Estate, Ganpatrao Kadam Marg Mumbai Pin: 400013 Maharashtra",912240358585,919890911703,prajakta@nanananifoundation.org,http://www.nanananifoundation.org,Prajakta Padgaonkar,Old age care,"The foundation is a firm believer in caring for the elderly by providing constant and innovative recreational programmes for the senior citizens in our society through the institution and maintenance of the Nana Nani Parks in Mumbai. With efforts aimed at enriching the lives of senior citizens and creating a sense of overall self respect and dignity, the organization plans to expand in order to fulfil maximum needs of the elderly, as well as creating Nana Nani Parks on a pan India basis. Tweet",https://ngosindia.org/maharashtra-ngos/nana-nani-foundation-mumbai/
Mumbai,"Nasiha Education & Welfare Trust, Mumbai",".: B 28/10 Diamond Chs Ltd, Sppl Colony Mumbai Pin: 400065 Maharashtra",912224784166,,nasiha5@hotmail.com,https://twitter.com/share,Syed Shiraz Ahmed,Education development,"Our goal is to improve life for the less fortunate. We have been blessed with the means of making a difference. We pray that the seeds of our gifts of hope result in harvests of educated and prosperous individuals who wish to share their good fortune with others and that this ripple effect will contribute to a better world. We have plan to serve the mankind in more better and effective way, but having limited source of income. Hence it is requested to the generous support of your organization to co-operate with us in this noble cause. Running english medium school at Goregaon (E) & Nalasopara (E). Distribution of school uniforms, text books, note books. Teachers training programme. Adult education programme.Annual cultural programme. Medical camp. Training & orientation for school teachers. Presently we doing all these activity. Tweet",https://ngosindia.org/maharashtra-ngos/nasiha-education-welfare-trust-mumbai/
Mumbai,"Nasrugi Trust, Dombivili",".: A6/203, Shankeshwar Nagar Dombivili Pin: 401242 Maharashtra",,919224375355,nasrugitrust@yahoo.co.in,https://twitter.com/share,Ayyamperumal,Education,We are working for Mumbai slum children. Tweet,https://ngosindia.org/maharashtra-ngos/nasrugi-trust-dombivili/
Mumbai,"National Association for the Blind, India, Mumbai",".: NABI, 11 Khan Abdul Gaffar Khan Road, Worli Sea Face Mumbai Pin: 794101 Maharashtra","912224935370,912224932539",,,https://twitter.com/share,Dr Chandrashekhar Jaywant,Disability,"The National Association for the Blind was started in January 1952. It is an apex body working in the field of blind welfare and also co-ordinating and guiding the activities of the various societies, institutions and individuals working in this field. Tweet",https://ngosindia.org/maharashtra-ngos/national-association-for-the-blind-india-mumbai/
Mumbai,"National Domestic Workers Movement, Mumbai",".: 104/A, St. Mary’s Apts Mumbai Pin: 400010 Maharashtra","91223780903,910223771131",,jeanne@bom8.vsnl.net.in,https://twitter.com/share,,,WDWM emphasises that all domestic work has dignity as it is an indirect participation in production and contributes to the quality of life. 1. Stands for personnel dignity of each domestic worker. 2. Gives priority to the empowerment of domestic workers among its many activities. 3. Work towards obtaining rights and justice for domestic workers. Tweet,https://ngosindia.org/maharashtra-ngos/national-domestic-workers-movement-mumbai/
Mumbai,"National Society for Clean Cities, Mumbai",".: 590, Ali Yavar Jung Marg, Opp. Kherwadi Municipal Maternity Hospital BAndhra (East) Mumbai Pin: 400051 Maharashtra",912226429742,,k_nainan@hotmail.com,https://twitter.com/share,Nainan K C,"Child welfare, Development(General), Environment","NSCC-I was established with an aim to supplement the efforts of the civic authorities to keep the cities clean. The society has produced literature, recorded songs, arranged seminars, talks, and involved school and college students to create awareness among the public about the importance of a clean and hygienic environment.It is also engaged in a number of activities for the welfare and well being of the under-privileged children and women in the slums. These activities include Balwadis, nutrition programmes, medical centres, creative art centres, children’s library, classes for the hearing handicapped children, training centres for the women which include training classes on sewing, beautician, mehendi and fabric. It also conducts programmes for street children. Tweet",https://ngosindia.org/maharashtra-ngos/national-society-for-clean-cities-mumbai/
Mumbai,"National Society for Community Health, Mumbai",".: R/N-3, Ground Floor, R N Dubey, Lane Kumbhar Wada No 4 Mumbai Pin: 400017 Maharashtra",,919323562340,drramchand_jaiswar@yahoo.co.in,https://twitter.com/share,Dr. Ramcha Jaiswar,Social service,Our ngo is looking forward for medical checkups medication. Tweet,https://ngosindia.org/maharashtra-ngos/national-society-for-community-health-mumbai/
